evento,valor,tipo,mes_ano,fonte,Saldo Anterior (R$),Débitos (R$),Créditos (R$)
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,,,
,,,2025-10,XLS,-6770630.0,-6730710.0,6805255.0
,,,2025-10,XLS,-5005709.0,0.0,0.0
,,,2025-10,XLS,146635.0,0.0,39635.0
,,,2025-10,XLS,5075.0,0.0,187911.0
,,,2025-10,XLS,1060.0,0.0,0.0
,,,2025-10,XLS,326128.0,0.0,7338.0
,,,2025-10,XLS,-562259.0,0.0,0.0
,,,2025-10,XLS,-227357.0,0.0,48055.0
,,,2025-10,XLS,9189.0,0.0,0.0
,,,2025-10,XLS,4210000.0,0.0,95000.0
,,,2025-10,XLS,-7867868.0,-6730710.0,7183194.0
,,,2025-10,XLS,-67706.3,-67307.1,68052.55
,,,2025-10,XLS,-50057.09,0.0,0.0
,,,2025-10,XLS,1466.35,0.0,396.35
,,,2025-10,XLS,50.75,0.0,1879.11
,,,2025-10,XLS,10.6,0.0,0.0
,,,2025-10,XLS,3261.28,0.0,73.38
,,,2025-10,XLS,-5622.59,0.0,0.0
,,,2025-10,XLS,-2273.57,0.0,480.55
,,,2025-10,XLS,91.89,0.0,0.0
,,,2025-10,XLS,42100.0,0.0,950.0
,,,2025-10,XLS,-78678.68,-67307.1,71831.94
,,,2025-11,XLS,-6696085.0,-6541222.0,7098742.0
,,,2025-11,XLS,-5005709.0,0.0,0.0
,,,2025-11,XLS,186270.0,0.0,0.0
,,,2025-11,XLS,192986.0,-224252.0,195890.0
,,,2025-11,XLS,1060.0,0.0,236.0
,,,2025-11,XLS,333466.0,-266428.0,8445.0
,,,2025-11,XLS,-562259.0,0.0,0.0
,,,2025-11,XLS,-179302.0,0.0,50201.0
,,,2025-11,XLS,9189.0,0.0,0.0
,,,2025-11,XLS,4305000.0,0.0,153000.0
,,,2025-11,XLS,-7415384.0,-7031902.0,7506514.0
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,,,
,,,2025-11,XLS,-6696085.0,-6541222.0,7098742.0
,,,2025-11,XLS,-5005709.0,0.0,0.0
,,,2025-11,XLS,186270.0,0.0,0.0
,,,2025-11,XLS,192986.0,-224252.0,195890.0
,,,2025-11,XLS,1060.0,0.0,236.0
,,,2025-11,XLS,333466.0,-266428.0,8445.0
,,,2025-11,XLS,-562259.0,0.0,0.0
,,,2025-11,XLS,-179302.0,0.0,50201.0
,,,2025-11,XLS,9189.0,0.0,0.0
,,,2025-11,XLS,4305000.0,0.0,153000.0
,,,2025-11,XLS,-7415384.0,-7031902.0,7506514.0
,,,2025-11,XLS,-66960.85,-65412.22,70987.42
,,,2025-11,XLS,-50057.09,0.0,0.0
,,,2025-11,XLS,1862.7,0.0,0.0
,,,2025-11,XLS,1929.86,-2242.52,1958.9
,,,2025-11,XLS,10.6,0.0,2.36
,,,2025-11,XLS,3334.66,-2664.28,84.45
,,,2025-11,XLS,-5622.59,0.0,0.0
,,,2025-11,XLS,-1793.02,0.0,502.01
,,,2025-11,XLS,91.89,0.0,0.0
,,,2025-11,XLS,43050.0,0.0,1530.0
,,,2025-11,XLS,-74153.84,-70319.02,75065.14
,,,2025-12,XLS,-6138565.0,-6521960.0,7159613.0
,,,2025-12,XLS,-5005709.0,0.0,0.0
,,,2025-12,XLS,186270.0,0.0,0.0
,,,2025-12,XLS,164624.0,-154413.0,190863.0
,,,2025-12,XLS,1296.0,-1296.0,0.0
,,,2025-12,XLS,75483.0,0.0,10052.0
,,,2025-12,XLS,-562259.0,0.0,0.0
,,,2025-12,XLS,-129101.0,0.0,50552.0
,,,2025-12,XLS,9189.0,0.0,0.0
,,,2025-12,XLS,4458000.0,0.0,66000.0
,,,2025-12,XLS,-6940772.0,-6677669.0,7477080.0
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
,,,2025-12,XLS,,,
