evento,valor,tipo,mes_ano,macro_categoria
 Pg.reparos ,600.0,DESPESA,2026-01,Manutenção
 Pg.limp.cx.d.água ,2412.76,DESPESA,2026-01,Manutenção
 Pg.mat.limpeza ,1057.9,DESPESA,2026-01,Utilidades
 Pg.remessa Doctos. ,34.85,DESPESA,2026-01,Administração
 Pg.tx.fin.sd.dev.12/2025 ,1228.0,DESPESA,2026-01,Taxas e Impostos
 Pg.issqn ,1204.09,DESPESA,2026-01,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,38.0,DESPESA,2026-01,Taxas e Impostos
 Pg.transações Bco.ted ,36.0,DESPESA,2026-01,Taxas e Impostos
 Pg. Internet ,124.06,DESPESA,2026-01,Utilidades
 Retirada P/Posterior Acerto ,1900.0,DESPESA,2026-01,Retiradas/Acerto
 Pg.elab-Reinf/E-Social/Impostos ,80.0,DESPESA,2026-01,Pessoal
 Pg. Móveis ,1879.0,DESPESA,2026-01,Manutenção
 Pg.impressões/Fotoc. ,14.0,DESPESA,2026-01,Administração
 Pg.tarifa Banco Cobrança ,644.0,DESPESA,2026-01,Administração
 Pg.seg.vida Func.01/2026 ,298.59,DESPESA,2026-01,Pessoal
 Valor ,4569.18,DESPESA,2026-01,Outros
 Pg.contr.sind.patr./2026 ,338.5,DESPESA,2026-01,Pessoal
 Valor ,4569.18,RECEITA,2026-01,Outros
 Pg.salário ,3152.27,DESPESA,2026-01,Pessoal
 Pg.folha Func.bco. ,22.0,DESPESA,2026-01,Administração
 Fundo Obras ,494.0,RECEITA,2026-01,Fundos
 Rec.alug.depósito ,150.0,RECEITA,2026-01,Fundos
 Rec.taxa Uso Box ,1160.0,RECEITA,2026-01,Fundos
 Telhado ,24.84,RECEITA,2026-01,Manutenção
 Rec. Multa ,95.57,RECEITA,2026-01,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,168.81,RECEITA,2026-01,Receitas Condominiais
 Rec.juros ,5.56,RECEITA,2026-01,Receitas Condominiais
 13º Salario ,100.92,RECEITA,2026-01,Pessoal
 Rec.ch.extra Férias ,1781.0,RECEITA,2026-01,Fundos
 Dif.salarial ,2.26,RECEITA,2026-01,Fundos
 Rec.condomínio ,67244.91,RECEITA,2026-01,Receitas Condominiais
 Pg.síndico Prof. ,3871.0,DESPESA,2026-01,Pessoal
 E-Consignado Clt Conds. ,251.73,DESPESA,2026-01,Administração
 Reemb.mat.expediente ,118.94,DESPESA,2026-01,Administração
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2026-01,Pessoal
 Pg.secovimed ,175.32,DESPESA,2026-01,Taxas e Impostos
 Pg.vale Transporte ,529.85,DESPESA,2026-01,Pessoal
 Taxa Auxiliar Administracao ,1189.37,DESPESA,2026-01,Administração
 Pg.fgts ,590.25,DESPESA,2026-01,Pessoal
 Pg.adto.salário ,499.31,DESPESA,2026-01,Pessoal
 Pg.serv.portaria ,17674.17,DESPESA,2026-01,Utilidades
 Pg.serv.limp. ,4870.62,DESPESA,2026-01,Utilidades
 Pg.darf Inss(E-Social/Reinf) ,5669.14,DESPESA,2026-01,Pessoal
 Pg.salário ,2207.66,DESPESA,2026-02,Pessoal
 Pg.rep.gesso ,1550.0,DESPESA,2026-02,Manutenção
 Pg.seg.vida Func.02/2026 ,254.85,DESPESA,2026-02,Pessoal
 Água/Esgoto ,10247.07,DESPESA,2026-02,Utilidades
 Pg.ceee ,1988.64,DESPESA,2026-02,Utilidades
 Pg.manut.elevador ,938.23,DESPESA,2026-02,Manutenção
 Pg.manutenção ,890.0,DESPESA,2026-02,Manutenção
 Pg.reparos ,2260.0,DESPESA,2026-02,Manutenção
 Pg.rep.elevador ,880.09,DESPESA,2026-02,Manutenção
 Retirada P/Posterior Acerto ,1900.0,DESPESA,2026-02,Retiradas/Acerto
 Pg.tx.fin.sd.dev.01/2026 ,1292.0,DESPESA,2026-02,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,40.0,DESPESA,2026-02,Taxas e Impostos
 Pg. Internet ,124.06,DESPESA,2026-02,Utilidades
 Pg.transações Bco.ted ,45.0,DESPESA,2026-02,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,88.0,DESPESA,2026-02,Pessoal
 Pg.tarifa Banco Cobrança ,717.6,DESPESA,2026-02,Administração
 Pg.impressões/Fotoc. ,19.6,DESPESA,2026-02,Administração
 Pg.folha Func.bco. ,22.0,DESPESA,2026-02,Administração
 Pg.issqn ,930.21,DESPESA,2026-02,Taxas e Impostos
 Pg.secovimed ,175.32,DESPESA,2026-02,Taxas e Impostos
 Pg.remessa Doctos. ,29.45,DESPESA,2026-02,Administração
 Taxa Auxiliar Administracao ,1189.36,DESPESA,2026-02,Administração
 Fundo Obras ,480.38,RECEITA,2026-02,Fundos
 Rec.condomínio ,66819.32,RECEITA,2026-02,Receitas Condominiais
 Rec.alug.depósito ,90.0,RECEITA,2026-02,Fundos
 Rec.devolução Retirada ,1900.0,RECEITA,2026-02,Receitas Condominiais
 Rec.taxa Uso Box ,870.0,RECEITA,2026-02,Fundos
 Rec. Multa ,52.32,RECEITA,2026-02,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,9.84,RECEITA,2026-02,Receitas Condominiais
 Rec.ch.extra Férias ,1825.81,RECEITA,2026-02,Fundos
 Dif.salarial ,24.82,RECEITA,2026-02,Fundos
 Reemb.mat.expediente ,118.96,DESPESA,2026-02,Administração
 Pg.síndico Prof. ,3871.0,DESPESA,2026-02,Pessoal
 Pg.férias Período ,2509.65,DESPESA,2026-02,Pessoal
 Pg.serv.portaria ,19441.57,DESPESA,2026-02,Utilidades
 Pg.serv.limp. ,5357.68,DESPESA,2026-02,Utilidades
 Pg.adto.salário ,300.0,DESPESA,2026-02,Pessoal
 Pg.fgts ,357.97,DESPESA,2026-02,Pessoal
 Pg.vale Transporte ,1371.35,DESPESA,2026-02,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2026-02,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,6852.65,DESPESA,2026-02,Pessoal
 E-Consignado Clt Conds. ,251.73,DESPESA,2026-02,Administração
 Pg.mat.pintura ,996.49,DESPESA,2026-03,Manutenção
 Pg.reparos ,1500.0,DESPESA,2026-03,Manutenção
 Pg.rep.hidráulico ,5174.0,DESPESA,2026-03,Manutenção
 Pg.salário ,2580.81,DESPESA,2026-03,Pessoal
 Água/Esgoto ,7468.52,DESPESA,2026-03,Utilidades
 Pg.seg.vida Func.03/2026 ,283.98,DESPESA,2026-03,Pessoal
 Pg.folha Func.bco. ,22.0,DESPESA,2026-03,Administração
 Pg.rep.elevador ,880.09,DESPESA,2026-03,Manutenção
 Pg.manut.elevador ,938.23,DESPESA,2026-03,Manutenção
 Pg.mat.limpeza ,2535.7,DESPESA,2026-03,Utilidades
 Pg.tx.fin.sd.dev.02/2026 ,1219.0,DESPESA,2026-03,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,40.0,DESPESA,2026-03,Taxas e Impostos
 Pg.transações Bco.ted ,40.5,DESPESA,2026-03,Taxas e Impostos
 Pg.issqn ,945.67,DESPESA,2026-03,Taxas e Impostos
 Valor ,3144.74,DESPESA,2026-03,Outros
 Pg.elab-Reinf/E-Social/Impostos ,88.0,DESPESA,2026-03,Pessoal
 Pg. Internet ,124.06,DESPESA,2026-03,Utilidades
 Pg.impressões/Fotoc. ,16.8,DESPESA,2026-03,Administração
 Reemb.mat.expediente ,118.96,DESPESA,2026-03,Administração
 Pg.tarifa Banco Cobrança ,717.6,DESPESA,2026-03,Administração
 Pg.balcão ,479.9,DESPESA,2026-03,Manutenção
 Pg.remessa Doctos. ,29.45,DESPESA,2026-03,Administração
 Taxa Auxiliar Administracao ,1189.36,DESPESA,2026-03,Administração
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2026-03,Pessoal
 Pg.secovimed ,175.32,DESPESA,2026-03,Taxas e Impostos
 Fundo Obras ,498.34,RECEITA,2026-03,Fundos
 Rec.condomínio ,69727.65,RECEITA,2026-03,Receitas Condominiais
 Rec.alug.depósito ,90.0,RECEITA,2026-03,Fundos
 Rec.taxa Uso Box ,580.0,RECEITA,2026-03,Fundos
 Rec.acordo ,1189.05,RECEITA,2026-03,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,117.62,RECEITA,2026-03,Receitas Condominiais
 Rec.juros ,202.67,RECEITA,2026-03,Receitas Condominiais
 Rec.ch.extra Férias ,1843.75,RECEITA,2026-03,Fundos
 Dif.salarial ,546.74,RECEITA,2026-03,Fundos
 Rec. Multa ,343.31,RECEITA,2026-03,Receitas Condominiais
 Valor ,1122.07,RECEITA,2026-03,Outros
 13º Salario ,8.27,RECEITA,2026-03,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,6574.58,DESPESA,2026-03,Pessoal
 Pg.fgts ,398.13,DESPESA,2026-03,Pessoal
 Pg.adto.salário ,499.31,DESPESA,2026-03,Pessoal
 Pg.vale Transporte ,1348.67,DESPESA,2026-03,Pessoal
 Pg.serv.portaria ,19441.57,DESPESA,2026-03,Utilidades
 Pg.síndico Prof. ,3871.0,DESPESA,2026-03,Pessoal
 E-Consignado Clt Conds. ,251.73,DESPESA,2026-03,Administração
 Pg.serv.limp. ,5357.68,DESPESA,2026-03,Utilidades
 Pg.rep.elevador ,763.23,DESPESA,2026-04,Manutenção
 Pg.seg.vida Func.04/2026 ,283.98,DESPESA,2026-04,Pessoal
 Água/Esgoto ,9405.0,DESPESA,2026-04,Utilidades
 Pg.impressões/Fotoc. ,16.8,DESPESA,2026-04,Administração
 Pg.ceee ,4143.0,DESPESA,2026-04,Utilidades
 Pg.manut.elevador ,938.23,DESPESA,2026-04,Manutenção
 Pg.rep.bombas ,950.6,DESPESA,2026-04,Manutenção
 Pg.rep.hidráulico ,450.0,DESPESA,2026-04,Manutenção
 Pg.reforma ,2800.0,DESPESA,2026-04,Manutenção
 Pg.salário ,3172.48,DESPESA,2026-04,Pessoal
 Pg.mat.limpeza ,744.0,DESPESA,2026-04,Utilidades
 Pg.declaração Pmpa/Issqndec ,40.0,DESPESA,2026-04,Taxas e Impostos
 Pg.tx.fin.sd.dev.03/2026 ,1066.0,DESPESA,2026-04,Taxas e Impostos
 Pg.transações Bco.ted ,40.5,DESPESA,2026-04,Taxas e Impostos
 Pg.issqn ,1117.17,DESPESA,2026-04,Taxas e Impostos
 Pg.elab-Reinf/E-Social/Impostos ,88.0,DESPESA,2026-04,Pessoal
 Pg. Internet ,124.06,DESPESA,2026-04,Utilidades
 Pg.remessa Doctos. ,249.1,DESPESA,2026-04,Administração
 Pg.tarifa Banco Cobrança ,717.6,DESPESA,2026-04,Administração
 Pg.rep.gesso ,890.0,DESPESA,2026-04,Manutenção
 Pg.folha Func.bco. ,22.0,DESPESA,2026-04,Administração
 Pg.darf Inss(E-Social/Reinf) ,6485.51,DESPESA,2026-04,Pessoal
 Taxa Auxiliar Administracao ,1189.36,DESPESA,2026-04,Administração
 Reemb.mat.expediente ,118.96,DESPESA,2026-04,Administração
 Fundo Obras ,522.29,RECEITA,2026-04,Fundos
 Rec.condomínio ,70616.86,RECEITA,2026-04,Receitas Condominiais
 Rec.alug.depósito ,170.0,RECEITA,2026-04,Fundos
 Rec.taxa Uso Box ,580.0,RECEITA,2026-04,Fundos
 Rec. Multa ,124.04,RECEITA,2026-04,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,549.89,RECEITA,2026-04,Receitas Condominiais
 Rec.ch.extra Férias ,1859.42,RECEITA,2026-04,Fundos
 Dif.salarial ,590.14,RECEITA,2026-04,Fundos
 Telhado ,24.84,RECEITA,2026-04,Manutenção
 E-Consignado Clt Conds. ,251.73,DESPESA,2026-04,Administração
 Pg.síndico Prof. ,3871.0,DESPESA,2026-04,Pessoal
 Pg.serv.portaria ,19441.57,DESPESA,2026-04,Utilidades
 Pg.serv.limp. ,5357.68,DESPESA,2026-04,Utilidades
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2026-04,Pessoal
 Pg.adto.salário ,499.31,DESPESA,2026-04,Pessoal
 Pg.fgts ,378.05,DESPESA,2026-04,Pessoal
 Pg.vale Transporte ,1384.76,DESPESA,2026-04,Pessoal
 Pg.secovimed ,175.32,DESPESA,2026-04,Taxas e Impostos
 13º Salario ,74.04,RECEITA,2026-04,Pessoal
 Pg.pintura ,1500.0,DESPESA,2026-05,Manutenção
 Pg.rep.hidráulico ,383.68,DESPESA,2026-05,Manutenção
 Pg.rep.elevador ,941.76,DESPESA,2026-05,Manutenção
 Pg.rep.bombas ,698.4,DESPESA,2026-05,Manutenção
 Água/Esgoto ,10058.4,DESPESA,2026-05,Utilidades
 Pg.manut.elevador ,938.23,DESPESA,2026-05,Manutenção
 Pg.ceee ,2183.86,DESPESA,2026-05,Utilidades
 Pg.folha Func.bco. ,22.0,DESPESA,2026-05,Administração
 Pg.reparos ,1561.92,DESPESA,2026-05,Manutenção
 Pg. Sensor ,347.68,DESPESA,2026-05,Manutenção
 Pg.rep.gesso ,890.0,DESPESA,2026-05,Manutenção
 Pg.remessa Doctos. ,33.5,DESPESA,2026-05,Administração
 Pg.declaração Pmpa/Issqndec ,40.0,DESPESA,2026-05,Taxas e Impostos
 Pg.issqn ,960.39,DESPESA,2026-05,Taxas e Impostos
 Pg.transações Bco.ted ,31.5,DESPESA,2026-05,Taxas e Impostos
 Pg.retirada ,470.0,DESPESA,2026-05,Retiradas/Acerto
 Pg.elab-Reinf/E-Social/Impostos ,88.0,DESPESA,2026-05,Pessoal
 Pg. Internet ,124.06,DESPESA,2026-05,Utilidades
 Pg.impressões/Fotoc. ,21.0,DESPESA,2026-05,Administração
 Pg.seg.vida Func.05/2026 ,283.98,DESPESA,2026-05,Pessoal
 Pg.tarifa Banco Cobrança ,717.6,DESPESA,2026-05,Administração
 Valor ,1766.7,DESPESA,2026-05,Outros
 Pg.seguro Incêndio ,1544.55,DESPESA,2026-05,Administração
 Pg.salário ,3318.54,DESPESA,2026-05,Pessoal
 Pg.tx.fin.sd.dev.04/2026 ,912.0,DESPESA,2026-05,Taxas e Impostos
 Pg.secovimed ,175.32,DESPESA,2026-05,Taxas e Impostos
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2026-05,Pessoal
 Fundo Obras ,515.22,RECEITA,2026-05,Fundos
 Rec.condomínio ,66333.0,RECEITA,2026-05,Receitas Condominiais
 Rec.alug.depósito ,120.0,RECEITA,2026-05,Fundos
 Rec.taxa Uso Box ,1450.0,RECEITA,2026-05,Fundos
 Rec.devolução Retirada ,1900.0,RECEITA,2026-05,Receitas Condominiais
 Rec.cond.estacionamento ,40.0,RECEITA,2026-05,Receitas Condominiais
 Rec.multa+C.m.+Jrs. ,401.37,RECEITA,2026-05,Receitas Condominiais
 Dif.salarial ,611.84,RECEITA,2026-05,Fundos
 Rec.ch.extra Férias ,118.75,RECEITA,2026-05,Fundos
 13º Salario ,12.72,RECEITA,2026-05,Pessoal
 Rec. Multa ,70.79,RECEITA,2026-05,Receitas Condominiais
 E-Consignado Clt Conds. ,251.73,DESPESA,2026-05,Administração
 Rec.devolução ,834.74,DESPESA,2026-05,Receitas Condominiais
 Pg.síndico Prof. ,7742.0,DESPESA,2026-05,Pessoal
 Pg.serv.portaria ,19441.57,DESPESA,2026-05,Utilidades
 Reemb.mat.expediente ,119.68,DESPESA,2026-05,Administração
 Pg.serv.limp. ,5357.68,DESPESA,2026-05,Utilidades
 Pg.adto.salário ,499.31,DESPESA,2026-05,Pessoal
 Pg.fgts ,359.66,DESPESA,2026-05,Pessoal
 Pg.darf Inss(E-Social/Reinf) ,6841.94,DESPESA,2026-05,Pessoal
 Pg.vale Transporte ,1287.24,DESPESA,2026-05,Pessoal
 Taxa Auxiliar Administracao ,1196.68,DESPESA,2026-05,Administração
 Valor ,1766.7,RECEITA,2026-05,Outros
 Pg.instal.câmeras ,317.4,DESPESA,2026-06,Manutenção
 Pg.manut.elevador ,938.23,DESPESA,2026-06,Manutenção
 Pg.fechadura ,2855.0,DESPESA,2026-06,Manutenção
 Pg.ceee ,2380.01,DESPESA,2026-06,Utilidades
 Reemb.mat.expediente ,119.68,DESPESA,2026-06,Administração
 Pg.seg.vida Func.06/2026 ,283.98,DESPESA,2026-06,Pessoal
 Pg.folha Func.bco. ,22.0,DESPESA,2026-06,Administração
 Pg.salário ,3295.9,DESPESA,2026-06,Pessoal
 Pg.rep.hidráulico ,1692.4,DESPESA,2026-06,Manutenção
 Água/Esgoto ,10216.8,DESPESA,2026-06,Utilidades
 Pg.rep.elevador ,678.33,DESPESA,2026-06,Manutenção
 Pg.remessa Doctos. ,30.8,DESPESA,2026-06,Administração
 Pg.mat.limpeza ,763.2,DESPESA,2026-06,Utilidades
 Pg.seguro Incêndio ,1544.54,DESPESA,2026-06,Administração
 Pg.tx.fin.sd.dev.05/2026 ,928.0,DESPESA,2026-06,Taxas e Impostos
 Pg.issqn ,1052.82,DESPESA,2026-06,Taxas e Impostos
 Pg.declaração Pmpa/Issqndec ,40.0,DESPESA,2026-06,Taxas e Impostos
 Retirada P/Posterior Acerto ,3900.4,DESPESA,2026-06,Retiradas/Acerto
 Pg.transações Bco.ted ,45.0,DESPESA,2026-06,Taxas e Impostos
 Pg.impressões/Fotoc. ,16.8,DESPESA,2026-06,Administração
 Pg.elab-Reinf/E-Social/Impostos ,88.0,DESPESA,2026-06,Pessoal
 Pg. Internet ,124.06,DESPESA,2026-06,Utilidades
 Taxa Auxiliar Administracao ,1196.68,DESPESA,2026-06,Administração
 Pg.mat.pintura ,1145.56,DESPESA,2026-06,Manutenção
 Pg.secovimed ,175.32,DESPESA,2026-06,Taxas e Impostos
 Pg.serv.portaria ,19441.57,DESPESA,2026-06,Utilidades
 Pg.darf Inss(E-Social/Reinf) ,6861.45,DESPESA,2026-06,Pessoal
 Valor ,575.18,DESPESA,2026-06,Outros
 Fundo Obras ,485.64,RECEITA,2026-06,Fundos
 Rec.condomínio ,68222.57,RECEITA,2026-06,Receitas Condominiais
 Rec.alug.depósito ,130.0,RECEITA,2026-06,Fundos
 Rec.acordo ,476.35,RECEITA,2026-06,Receitas Condominiais
 Rec.taxa Uso Box ,580.0,RECEITA,2026-06,Fundos
 Indeniz.func. ,197.12,RECEITA,2026-06,Pessoal
 Rec.multa+C.m.+Jrs. ,149.08,RECEITA,2026-06,Receitas Condominiais
 Rec. Multa ,55.46,RECEITA,2026-06,Receitas Condominiais
 Dif.salarial ,569.85,RECEITA,2026-06,Fundos
 Rec.ch.extra Férias ,63.84,RECEITA,2026-06,Fundos
 13º Salario ,12.72,RECEITA,2026-06,Pessoal
 Valor ,575.18,RECEITA,2026-06,Outros
 E-Consignado Clt Conds. ,251.73,DESPESA,2026-06,Administração
 Pg.serv.limp. ,5357.68,DESPESA,2026-06,Utilidades
 Pg.adto.salário ,499.31,DESPESA,2026-06,Pessoal
 Pg.síndico Prof. ,3900.4,DESPESA,2026-06,Pessoal
 Pg.serv.prestados ,350.0,DESPESA,2026-06,Manutenção
 Pg.sindef Dissídio-Desc.fl.pgtº. ,247.26,DESPESA,2026-06,Pessoal
 Pg.fgts ,394.95,DESPESA,2026-06,Pessoal
 Estorno ,437.93,DESPESA,2026-06,Retiradas/Acerto
 Pg.pcmso Secovimed ,211.3,DESPESA,2026-06,Taxas e Impostos
 Pg.vale Transporte ,2103.41,DESPESA,2026-06,Pessoal
 Pg.vale Refeição/Alimentação ,200.0,DESPESA,2026-06,Pessoal
 Pg.tarifa Banco Cobrança ,717.6,DESPESA,2026-06,Administração
