mes_ano,valor,historico,source
2026-01,2.83,FUNDO OBRAS,xls
2026-01,3.17,FUNDO OBRAS,xls
2026-01,2.13,FUNDO OBRAS,xls
2026-01,2.83,FUNDO OBRAS,xls
2026-01,2.03,FUNDO OBRAS,xls
2026-01,2.83,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,3.33,FUNDO OBRAS,xls
2026-01,2.84,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,7.01,FUNDO OBRAS,xls
2026-01,2.06,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.03,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,2.34,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,2.84,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,4.49,FUNDO OBRAS,xls
2026-01,2.03,FUNDO OBRAS,xls
2026-01,2.84,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,2.06,FUNDO OBRAS,xls
2026-01,2.13,FUNDO OBRAS,xls
2026-01,3.33,FUNDO OBRAS,xls
2026-01,3.33,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,2.84,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,2.13,FUNDO OBRAS,xls
2026-01,2.03,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.06,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,2.13,FUNDO OBRAS,xls
2026-01,2.83,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,2.13,FUNDO OBRAS,xls
2026-01,2.03,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,2.83,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,3.17,FUNDO OBRAS,xls
2026-01,2.06,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,6.78,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,3.17,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,7.1,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.06,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,2.13,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,52.05,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,2.83,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,24.84,TELHADO,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,2.32,FUNDO OBRAS,xls
2026-01,2.07,FUNDO OBRAS,xls
2026-01,2.06,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,2.06,FUNDO OBRAS,xls
2026-01,3.17,FUNDO OBRAS,xls
2026-01,2.03,FUNDO OBRAS,xls
2026-01,3.17,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,2.04,FUNDO OBRAS,xls
2026-01,5.63,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,3.11,FUNDO OBRAS,xls
2026-01,2.13,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,2.29,FUNDO OBRAS,xls
2026-01,1.98,FUNDO OBRAS,xls
2026-01,2.18,FUNDO OBRAS,xls
2026-01,2.32,FUNDO OBRAS,xls
2026-01,1900.0,RETIRADA P/POSTERIOR ACERTO,xls
2026-01,10.0,REC.ALUG.DEPÓSITO,xls
2026-01,10.0,REC.ALUG.DEPÓSITO,xls
2026-01,290.0,REC.TAXA USO BOX,xls
2026-01,20.0,REC.ALUG.DEPÓSITO,xls
2026-01,10.0,REC.ALUG.DEPÓSITO,xls
2026-01,290.0,REC.TAXA USO BOX,xls
2026-01,10.0,REC.ALUG.DEPÓSITO,xls
2026-01,20.0,REC.ALUG.DEPÓSITO,xls
2026-01,20.0,REC.ALUG.DEPÓSITO,xls
2026-01,20.0,REC.ALUG.DEPÓSITO,xls
2026-01,290.0,REC.TAXA USO BOX,xls
2026-01,290.0,REC.TAXA USO BOX,xls
2026-01,20.0,REC.ALUG.DEPÓSITO,xls
2026-01,10.0,REC.ALUG.DEPÓSITO,xls
2026-02,1292.0,PG.TX.FIN.SD.DEV.01/2026,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,1460.0,PG.REPAROS,xls
2026-02,5.72,REC. MULTA,xls
2026-02,276.3,REC.CONDOMÍNIO,xls
2026-02,473.03,REC.CONDOMÍNIO,xls
2026-02,352.81,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,943.9,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,943.9,REC.CONDOMÍNIO,xls
2026-02,441.53,REC.CONDOMÍNIO,xls
2026-02,3871.0,PG.SÍNDICO PROF.,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,463.7,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,463.7,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,5.56,REC. MULTA,xls
2026-02,268.66,REC.CONDOMÍNIO,xls
2026-02,442.26,REC.CONDOMÍNIO,xls
2026-02,318.44,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,276.22,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,393.59,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,393.59,REC.CONDOMÍNIO,xls
2026-02,441.53,REC.CONDOMÍNIO,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,463.7,REC.CONDOMÍNIO,xls
2026-02,45.0,PG.TRANSAÇÕES BCO.TED,xls
2026-02,7.92,REC. MULTA,xls
2026-02,382.81,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,441.53,REC.CONDOMÍNIO,xls
2026-02,393.59,REC.CONDOMÍNIO,xls
2026-02,441.53,REC.CONDOMÍNIO,xls
2026-02,463.7,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,463.7,REC.CONDOMÍNIO,xls
2026-02,624.74,REC.CONDOMÍNIO,xls
2026-02,976.1,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,40.0,PG.DECLARAÇÃO PMPA/ISSQNDEC,xls
2026-02,930.21,PG.ISSQN,xls
2026-02,495.2,REC.CONDOMÍNIO,xls
2026-02,326.32,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,624.74,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,463.7,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,276.22,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,463.7,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,276.22,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,393.59,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,393.59,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,441.53,REC.CONDOMÍNIO,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,276.22,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,441.53,REC.CONDOMÍNIO,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,281.94,REC.CONDOMÍNIO,xls
2026-02,395.01,REC.CONDOMÍNIO,xls
2026-02,987.54,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,286.96,REC.CONDOMÍNIO,xls
2026-02,276.22,REC.CONDOMÍNIO,xls
2026-02,296.27,REC.CONDOMÍNIO,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,7208.27,REC.CONDOMÍNIO,xls
2026-02,19441.57,PG.SERV.PORTARIA,xls
2026-02,5357.68,PG.SERV.LIMP.,xls
2026-02,9.84,REC.MULTA+C.M.+JRS.,xls
2026-02,276.3,REC.CONDOMÍNIO,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,782.88,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,393.59,REC.CONDOMÍNIO,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,276.22,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,536.7,REC.CONDOMÍNIO,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,288.4,REC.CONDOMÍNIO,xls
2026-02,1550.0,PG.REP.GESSO,xls
2026-02,300.0,PG.ADTO.SALÁRIO,xls
2026-02,308.33,PG.REP.ELEVADOR,xls
2026-02,251.73,E-CONSIGNADO CLT CONDS.,xls
2026-02,357.97,PG.FGTS,xls
2026-02,8.95,REC. MULTA,xls
2026-02,432.93,REC.CONDOMÍNIO,xls
2026-02,10247.07,ÁGUA/ESGOTO,xls
2026-02,124.06,PG. INTERNET,xls
2026-02,938.23,PG.MANUT.ELEVADOR,xls
2026-02,263.43,PG.REP.ELEVADOR,xls
2026-02,308.33,PG.REP.ELEVADOR,xls
2026-02,429.44,REC.CONDOMÍNIO,xls
2026-02,1371.35,PG.VALE TRANSPORTE,xls
2026-02,88.0,PG.ELAB-REINF/E-SOCIAL/IMPOSTOS,xls
2026-02,6852.65,PG.DARF INSS(E-SOCIAL/REINF),xls
2026-02,200.0,PG.VALE REFEIÇÃO/ALIMENTAÇÃO,xls
2026-02,288.87,REC.CONDOMÍNIO,xls
2026-02,200.0,PG.REPAROS,xls
2026-02,5.93,REC. MULTA,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,288.87,REC.CONDOMÍNIO,xls
2026-02,175.32,PG.SECOVIMED,xls
2026-02,118.96,REEMB.MAT.EXPEDIENTE,xls
2026-02,1189.36,TAXA AUXILIAR ADMINISTRACAO,xls
2026-02,6.11,REC. MULTA,xls
2026-02,276.22,REC.CONDOMÍNIO,xls
2026-02,293.25,REC.CONDOMÍNIO,xls
2026-02,440.2,REC.CONDOMÍNIO,xls
2026-02,959.76,REC.CONDOMÍNIO,xls
2026-02,67.2,PG.CEEE,xls
2026-02,945.42,PG.CEEE,xls
2026-02,976.02,PG.CEEE,xls
2026-02,19.6,PG.IMPRESSÕES/FOTOC.,xls
2026-02,20.25,PG.REMESSA DOCTOS.,xls
2026-02,254.85,PG.SEG.VIDA FUNC.02/2026,xls
2026-02,22.0,PG.FOLHA FUNC.BCO.,xls
2026-02,717.6,PG.TARIFA BANCO COBRANÇA,xls
2026-02,574.71,PG.SALÁRIO,xls
2026-02,1632.95,PG.SALÁRIO,xls
2026-02,6.26,REC. MULTA,xls
2026-02,302.7,REC.CONDOMÍNIO,xls
2026-02,5.87,REC. MULTA,xls
2026-02,284.09,REC.CONDOMÍNIO,xls
2026-02,323.81,REC.CONDOMÍNIO,xls
2026-02,301.24,REC.CONDOMÍNIO,xls
2026-02,9.2,PG.REMESSA DOCTOS.,xls
2026-02,890.0,PG.MANUTENÇÃO,xls
2026-02,600.0,PG.REPAROS,xls
2026-02,2.48,DIF.SALARIAL,xls
2026-02,2.48,DIF.SALARIAL,xls
2026-02,2.51,DIF.SALARIAL,xls
2026-02,3.77,DIF.SALARIAL,xls
2026-02,8.23,DIF.SALARIAL,xls
2026-02,2.77,DIF.SALARIAL,xls
2026-02,2.58,DIF.SALARIAL,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.92,REC.CH.EXTRA FÉRIAS,xls
2026-02,9.63,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,25.78,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,25.78,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,2509.65,PG.FÉRIAS PERÍODO,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.08,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.75,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.75,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.75,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.75,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,17.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,26.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,13.52,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.91,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,17.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.75,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.75,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.79,REC.CH.EXTRA FÉRIAS,xls
2026-02,26.97,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.84,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,197.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,21.38,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,10.75,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,14.66,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,12.06,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.54,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.88,REC.CH.EXTRA FÉRIAS,xls
2026-02,11.82,REC.CH.EXTRA FÉRIAS,xls
2026-02,25.78,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.27,REC.CH.EXTRA FÉRIAS,xls
2026-02,7.76,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.7,REC.CH.EXTRA FÉRIAS,xls
2026-02,8.09,REC.CH.EXTRA FÉRIAS,xls
2026-02,2.06,FUNDO OBRAS,xls
2026-02,5.63,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,3.4,FUNDO OBRAS,xls
2026-02,2.53,FUNDO OBRAS,xls
2026-02,2.03,FUNDO OBRAS,xls
2026-02,5.63,FUNDO OBRAS,xls
2026-02,6.78,FUNDO OBRAS,xls
2026-02,5.63,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,6.78,FUNDO OBRAS,xls
2026-02,3.17,FUNDO OBRAS,xls
2026-02,2.84,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,2.06,FUNDO OBRAS,xls
2026-02,3.33,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,2.84,FUNDO OBRAS,xls
2026-02,2.07,FUNDO OBRAS,xls
2026-02,3.33,FUNDO OBRAS,xls
2026-02,2.84,FUNDO OBRAS,xls
2026-02,2.07,FUNDO OBRAS,xls
2026-02,3.11,FUNDO OBRAS,xls
2026-02,1.98,FUNDO OBRAS,xls
2026-02,3.18,FUNDO OBRAS,xls
2026-02,2.29,FUNDO OBRAS,xls
2026-02,2.13,FUNDO OBRAS,xls
2026-02,2.03,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,1.98,FUNDO OBRAS,xls
2026-02,2.07,FUNDO OBRAS,xls
2026-02,2.83,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,5.63,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,3.11,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,2.04,FUNDO OBRAS,xls
2026-02,2.03,FUNDO OBRAS,xls
2026-02,2.83,FUNDO OBRAS,xls
2026-02,3.17,FUNDO OBRAS,xls
2026-02,2.18,FUNDO OBRAS,xls
